Country,Latitude,Longitude,Elevation,Date,Precipitation,Temp Avg,Temp Max,Temp Min
Slovakia,48.6667,21.2167,230,1/25/2020,2.36,24,,19
Slovakia,48.6667,21.2167,230,1/26/2020,1.97,27,,25
Slovakia,48.6667,21.2167,230,1/27/2020,1.57,31,34,27
Slovakia,48.6667,21.2167,230,1/28/2020,0,30,,
Slovakia,48.6667,21.2167,230,1/29/2020,0.28,30,36,
Slovakia,48.6667,21.2167,230,1/30/2020,2.76,29,,21
Slovakia,48.6667,21.2167,230,1/31/2020,1.97,33,,28
Slovakia,48.6667,21.2167,230,2/1/2020,0.03,35,,33
Slovakia,48.6667,21.2167,230,2/2/2020,1.57,40,,33
Slovakia,48.6667,21.2167,230,2/3/2020,0.02,41,52,
Slovakia,48.6667,21.2167,230,2/4/2020,0.01,38,,30
Slovakia,48.6667,21.2167,230,2/5/2020,0.48,36,,
Slovakia,48.6667,21.2167,230,2/6/2020,0,34,,24
Slovakia,48.6667,21.2167,230,2/7/2020,,33,,
Slovakia,48.6667,21.2167,230,2/8/2020,,28,,19
Slovakia,48.6667,21.2167,230,2/9/2020,0,30,,20
Slovakia,48.6667,21.2167,230,2/10/2020,0,35,,29
Slovakia,48.6667,21.2167,230,2/11/2020,0.07,37,,28
Slovakia,48.6667,21.2167,230,2/12/2020,0,35,,26
Slovakia,48.6667,21.2167,230,2/13/2020,0,35,,24
Slovakia,48.6667,21.2167,230,2/14/2020,0.01,35,,
Slovakia,48.6667,21.2167,230,2/15/2020,0.02,38,,30
Slovakia,48.6667,21.2167,230,2/16/2020,0,38,,30
Slovakia,48.6667,21.2167,230,2/17/2020,0,41,,33
Slovakia,48.6667,21.2167,230,2/18/2020,0.01,42,,
Slovakia,48.6667,21.2167,230,2/19/2020,0.02,38,,24
Slovakia,48.6667,21.2167,230,2/20/2020,0.01,38,,
Slovakia,48.6667,21.2167,230,2/21/2020,0,33,,24
Slovakia,48.6667,21.2167,230,2/22/2020,0,37,,22
Slovakia,48.6667,21.2167,230,2/23/2020,0,44,,33
Slovakia,48.6667,21.2167,230,2/24/2020,0.06,43,,
Slovakia,48.6667,21.2167,230,2/25/2020,0,44,,31
Slovakia,48.6667,21.2167,230,2/26/2020,0.02,43,,39
Slovakia,48.6667,21.2167,230,2/27/2020,0.04,38,,
Slovakia,48.6667,21.2167,230,2/28/2020,0.15,34,,26
Slovakia,48.6667,21.2167,230,2/29/2020,0.12,34,,23
Slovakia,48.6667,21.2167,230,3/1/2020,0,41,,34
Slovakia,48.6667,21.2167,230,3/2/2020,0.21,42,,
Serbia,45.3331,19.85,84,1/22/2020,0,30,42,23
Serbia,45.3331,19.85,84,1/23/2020,0,32,41,26
Serbia,45.3331,19.85,84,1/24/2020,0,30,42,20
Serbia,45.3331,19.85,84,1/25/2020,0,33,45,22
Serbia,45.3331,19.85,84,1/26/2020,0,36,47,28
Serbia,45.3331,19.85,84,1/27/2020,0.47,35,37,33
Serbia,45.3331,19.85,84,1/28/2020,0.19,43,,33
Serbia,45.3331,19.85,84,1/29/2020,0.16,39,47,
Serbia,45.3331,19.85,84,1/30/2020,0.02,38,47,30
Serbia,45.3331,19.85,84,1/31/2020,0,45,58,31
Serbia,45.3331,19.85,84,2/1/2020,0,52,64,42
Serbia,45.3331,19.85,84,2/2/2020,0,55,63,49
Serbia,45.3331,19.85,84,2/3/2020,0,52,58,
Serbia,45.3331,19.85,84,2/4/2020,0.02,48,56,
Serbia,45.3331,19.85,84,2/5/2020,0.61,38,42,
Serbia,45.3331,19.85,84,2/6/2020,0.06,34,42,28
Serbia,45.3331,19.85,84,2/7/2020,0,38,44,32
Serbia,45.3331,19.85,84,2/8/2020,0,33,43,26
Serbia,45.3331,19.85,84,2/9/2020,0,37,54,24
Serbia,45.3331,19.85,84,2/10/2020,0,48,60,32
Serbia,45.3331,19.85,84,2/11/2020,0.35,44,49,
Serbia,45.3331,19.85,84,2/12/2020,0.21,43,52,36
Serbia,45.3331,19.85,84,2/13/2020,0,42,52,33
Serbia,45.3331,19.85,84,2/14/2020,0.01,44,50,
Serbia,45.3331,19.85,84,2/15/2020,0.14,41,51,33
Serbia,45.3331,19.85,84,2/16/2020,0,42,54,31
Serbia,45.3331,19.85,84,2/17/2020,0,47,65,35
Serbia,45.3331,19.85,84,2/18/2020,0,46,54,41
Serbia,45.3331,19.85,84,2/19/2020,0,44,53,37
Serbia,45.3331,19.85,84,2/20/2020,0,42,48,
Serbia,45.3331,19.85,84,2/21/2020,0,38,49,30
Serbia,45.3331,19.85,84,2/22/2020,0,40,53,29
Serbia,45.3331,19.85,84,2/23/2020,0,48,62,35
Serbia,45.3331,19.85,84,2/24/2020,0,48,,
Serbia,45.3331,19.85,84,2/25/2020,0,47,60,33
Serbia,45.3331,19.85,84,2/26/2020,0,51,69,
Serbia,45.3331,19.85,84,2/27/2020,0.34,39,49,36
Serbia,45.3331,19.85,84,2/28/2020,0.05,40,,
Serbia,45.3331,19.85,84,2/29/2020,0,42,54,28
Serbia,45.3331,19.85,84,3/1/2020,0,49,58,41
Serbia,45.3331,19.85,84,3/2/2020,0.07,56,64,48
Peru,-3.783,-73.3,126,1/22/2020,0,81,,73
Peru,-3.783,-73.3,126,1/23/2020,,84,,76
Peru,-3.783,-73.3,126,1/24/2020,0.75,77,,
Peru,-3.783,-73.3,126,1/25/2020,0.02,81,,75
Peru,-3.783,-73.3,126,1/26/2020,0.01,81,,74
Peru,-3.783,-73.3,126,1/27/2020,0,83,,73
Peru,-3.783,-73.3,126,1/28/2020,,84,,75
Peru,-3.783,-73.3,126,1/29/2020,,83,95,74
Peru,-3.783,-73.3,126,1/30/2020,,79,,
Peru,-3.783,-73.3,126,1/31/2020,,81,,
Peru,-3.783,-73.3,126,2/1/2020,,79,,
Peru,-3.783,-73.3,126,2/2/2020,,78,,73
Peru,-3.783,-73.3,126,2/3/2020,,81,,74
Peru,-3.783,-73.3,126,2/4/2020,,81,,75
Peru,-3.783,-73.3,126,2/5/2020,,81,,
Peru,-3.783,-73.3,126,2/6/2020,,81,,75
Peru,-3.783,-73.3,126,2/7/2020,0.08,78,,75
Peru,-3.783,-73.3,126,2/8/2020,0.67,79,,
Peru,-3.783,-73.3,126,2/9/2020,1.02,81,,75
Peru,-3.783,-73.3,126,2/10/2020,0,82,,
Peru,-3.783,-73.3,126,2/11/2020,0.87,79,,
Peru,-3.783,-73.3,126,2/12/2020,0,79,,
Peru,-3.783,-73.3,126,2/13/2020,,79,,75
Peru,-3.783,-73.3,126,2/14/2020,0.02,80,,75
Peru,-3.783,-73.3,126,2/15/2020,1.1,77,,75
Peru,-3.783,-73.3,126,2/16/2020,0.24,78,,71
Peru,-3.783,-73.3,126,2/17/2020,0,80,,73
Peru,-3.783,-73.3,126,2/18/2020,0.01,79,,
Peru,-3.783,-73.3,126,2/19/2020,1.22,79,,74
Peru,-3.783,-73.3,126,2/20/2020,0,80,,
Peru,-3.783,-73.3,126,2/21/2020,0.63,82,,77
Peru,-3.783,-73.3,126,2/22/2020,0,81,,76
Peru,-3.783,-73.3,126,2/23/2020,,77,,73
Peru,-3.783,-73.3,126,2/24/2020,,80,,74
Peru,-3.783,-73.3,126,2/25/2020,,81,,73
Peru,-3.783,-73.3,126,2/26/2020,,82,,
Peru,-3.783,-73.3,126,2/27/2020,4.02,77,,73
Peru,-3.783,-73.3,126,2/28/2020,0,80,,75
Peru,-3.783,-73.3,126,2/29/2020,,81,,
Peru,-3.783,-73.3,126,3/1/2020,,80,,
Peru,-3.783,-73.3,126,3/2/2020,0.28,80,,
Colombia,7.127,-73.185,1187.8,1/22/2020,0.51,69,80,64
Colombia,7.127,-73.185,1187.8,1/23/2020,0,70,79,64
Colombia,7.127,-73.185,1187.8,1/24/2020,,70,,65
Colombia,7.127,-73.185,1187.8,1/25/2020,0.51,70,,66
Colombia,7.127,-73.185,1187.8,1/26/2020,0.28,71,79,66
Colombia,7.127,-73.185,1187.8,1/27/2020,1.85,71,79,64
Colombia,7.127,-73.185,1187.8,1/28/2020,0.04,71,80,65
Colombia,7.127,-73.185,1187.8,1/29/2020,0,72,80,66
Colombia,7.127,-73.185,1187.8,1/30/2020,0.51,71,,63
Colombia,7.127,-73.185,1187.8,1/31/2020,0,72,,
Colombia,7.127,-73.185,1187.8,2/1/2020,0,74,,67
Colombia,7.127,-73.185,1187.8,2/2/2020,0.24,72,84,67
Colombia,7.127,-73.185,1187.8,2/3/2020,0,73,,67
Colombia,7.127,-73.185,1187.8,2/4/2020,0,75,83,68
Colombia,7.127,-73.185,1187.8,2/5/2020,0,75,,67
Colombia,7.127,-73.185,1187.8,2/6/2020,0,74,84,67
Colombia,7.127,-73.185,1187.8,2/7/2020,0,74,83,64
Colombia,7.127,-73.185,1187.8,2/8/2020,0,75,83,66
Colombia,7.127,-73.185,1187.8,2/9/2020,0,74,,65
Colombia,7.127,-73.185,1187.8,2/10/2020,0,75,,66
Colombia,7.127,-73.185,1187.8,2/11/2020,0,75,,67
Colombia,7.127,-73.185,1187.8,2/12/2020,0,77,,70
Colombia,7.127,-73.185,1187.8,2/13/2020,0,76,,68
Colombia,7.127,-73.185,1187.8,2/14/2020,,75,84,67
Colombia,7.127,-73.185,1187.8,2/15/2020,0,76,83,67
Colombia,7.127,-73.185,1187.8,2/16/2020,0,77,,
Colombia,7.127,-73.185,1187.8,2/17/2020,0,77,86,
Colombia,7.127,-73.185,1187.8,2/18/2020,,78,,69
Colombia,7.127,-73.185,1187.8,2/19/2020,0,80,,70
Colombia,7.127,-73.185,1187.8,2/20/2020,0,76,90,68
Colombia,7.127,-73.185,1187.8,2/21/2020,0,76,,68
Colombia,7.127,-73.185,1187.8,2/22/2020,,73,,
Colombia,7.127,-73.185,1187.8,2/23/2020,,70,81,
Colombia,7.127,-73.185,1187.8,2/24/2020,,72,,66
Colombia,7.127,-73.185,1187.8,2/25/2020,0.02,74,,67
Colombia,7.127,-73.185,1187.8,2/26/2020,0,73,,67
Colombia,7.127,-73.185,1187.8,2/27/2020,,72,83,67
Colombia,7.127,-73.185,1187.8,2/28/2020,,71,,
Colombia,7.127,-73.185,1187.8,2/29/2020,,74,,67
Colombia,7.127,-73.185,1187.8,3/1/2020,,75,,67
Colombia,7.127,-73.185,1187.8,3/2/2020,,75,83,66
Costa Rica,10.6,-85.533,80,1/22/2020,,82,92,68
Costa Rica,10.6,-85.533,80,1/23/2020,,81,,
Costa Rica,10.6,-85.533,80,1/24/2020,,83,96,63
Costa Rica,10.6,-85.533,80,1/25/2020,,83,96,65
Costa Rica,10.6,-85.533,80,1/26/2020,,82,92,61
Costa Rica,10.6,-85.533,80,1/27/2020,,81,,
Costa Rica,10.6,-85.533,80,1/28/2020,,81,92,66
Costa Rica,10.6,-85.533,80,1/29/2020,,80,93,67
Costa Rica,10.6,-85.533,80,1/30/2020,,83,,
Costa Rica,10.6,-85.533,80,1/31/2020,,84,95,63
Costa Rica,10.6,-85.533,80,2/1/2020,,84,94,63
Costa Rica,10.6,-85.533,80,2/2/2020,,85,96,66
Costa Rica,10.6,-85.533,80,2/3/2020,,85,94,68
Costa Rica,10.6,-85.533,80,2/4/2020,,85,,
Costa Rica,10.6,-85.533,80,2/5/2020,,86,95,67
Costa Rica,10.6,-85.533,80,2/6/2020,,83,97,66
Costa Rica,10.6,-85.533,80,2/7/2020,,84,97,66
Costa Rica,10.6,-85.533,80,2/8/2020,,85,96,65
Costa Rica,10.6,-85.533,80,2/9/2020,,85,96,65
Costa Rica,10.6,-85.533,80,2/10/2020,,86,96,65
Costa Rica,10.6,-85.533,80,2/11/2020,,86,96,69
Costa Rica,10.6,-85.533,80,2/12/2020,,86,95,66
Costa Rica,10.6,-85.533,80,2/13/2020,,85,96,65
Costa Rica,10.6,-85.533,80,2/14/2020,,86,98,65
Costa Rica,10.6,-85.533,80,2/15/2020,,86,,
Costa Rica,10.6,-85.533,80,2/16/2020,,86,94,74
Costa Rica,10.6,-85.533,80,2/17/2020,,87,95,74
Costa Rica,10.6,-85.533,80,2/18/2020,,87,96,73
Costa Rica,10.6,-85.533,80,2/19/2020,,88,96,73
Costa Rica,10.6,-85.533,80,2/20/2020,,87,97,76
Costa Rica,10.6,-85.533,80,2/21/2020,,85,96,72
Costa Rica,10.6,-85.533,80,2/22/2020,,86,93,72
Costa Rica,10.6,-85.533,80,2/23/2020,,86,94,75
Costa Rica,10.6,-85.533,80,2/24/2020,,85,95,65
Costa Rica,10.6,-85.533,80,2/25/2020,,83,95,65
Costa Rica,10.6,-85.533,80,2/26/2020,,84,95,67
Costa Rica,10.6,-85.533,80,2/27/2020,,87,,
Costa Rica,10.6,-85.533,80,2/28/2020,,87,99,72
Costa Rica,10.6,-85.533,80,2/29/2020,,86,96,77
Costa Rica,10.6,-85.533,80,3/1/2020,,85,96,75
Costa Rica,10.6,-85.533,80,3/2/2020,,87,,
Canada,51.1167,-114.0167,1084,1/22/2020,0,34,43,24
Canada,51.1167,-114.0167,1084,1/23/2020,0,33,49,16
Canada,51.1167,-114.0167,1084,1/24/2020,0,42,51,33
Canada,51.1167,-114.0167,1084,1/25/2020,0,37,46,27
Canada,51.1167,-114.0167,1084,1/26/2020,0,28,36,19
Canada,51.1167,-114.0167,1084,1/27/2020,0,34,45,23
Canada,51.1167,-114.0167,1084,1/28/2020,0,30,41,20
Canada,51.1167,-114.0167,1084,1/29/2020,0,30,45,15
Canada,51.1167,-114.0167,1084,1/30/2020,0,35,43,27
Canada,51.1167,-114.0167,1084,1/31/2020,0,36,47,25
Canada,51.1167,-114.0167,1084,2/1/2020,0.2,37,52,23
Canada,51.1167,-114.0167,1084,2/2/2020,0.11,20,30,10
Canada,51.1167,-114.0167,1084,2/3/2020,0,15,24,7
Canada,51.1167,-114.0167,1084,2/4/2020,0,16,33,-1
Canada,51.1167,-114.0167,1084,2/5/2020,0,34,38,29
Canada,51.1167,-114.0167,1084,2/6/2020,0,30,36,24
Canada,51.1167,-114.0167,1084,2/7/2020,0,24,33,15
Canada,51.1167,-114.0167,1084,2/8/2020,0.09,21,26,16
Canada,51.1167,-114.0167,1084,2/9/2020,0.02,23,35,11
Canada,51.1167,-114.0167,1084,2/10/2020,0,26,32,20
Canada,51.1167,-114.0167,1084,2/11/2020,0.04,29,41,17
Canada,51.1167,-114.0167,1084,2/12/2020,0.02,13,18,8
Canada,51.1167,-114.0167,1084,2/13/2020,0,27,46,7
Canada,51.1167,-114.0167,1084,2/14/2020,0.02,26,33,18
Canada,51.1167,-114.0167,1084,2/15/2020,0.01,29,40,18
Canada,51.1167,-114.0167,1084,2/16/2020,0,28,36,19
Canada,51.1167,-114.0167,1084,2/17/2020,0.07,14,26,3
Canada,51.1167,-114.0167,1084,2/18/2020,0,10,20,1
Canada,51.1167,-114.0167,1084,2/19/2020,0,19,35,3
Canada,51.1167,-114.0167,1084,2/20/2020,0,30,49,10
Canada,51.1167,-114.0167,1084,2/21/2020,0,35,44,25
Canada,51.1167,-114.0167,1084,2/22/2020,0,32,43,21
Canada,51.1167,-114.0167,1084,2/23/2020,0.11,25,34,17
Canada,51.1167,-114.0167,1084,2/24/2020,0.03,23,28,17
Canada,51.1167,-114.0167,1084,2/25/2020,0,21,33,8
Canada,51.1167,-114.0167,1084,2/26/2020,0,33,41,25
Canada,51.1167,-114.0167,1084,2/27/2020,0,41,49,32
Canada,51.1167,-114.0167,1084,2/28/2020,0,42,51,33
Canada,51.1167,-114.0167,1084,2/29/2020,0.06,35,44,25
Canada,51.1167,-114.0167,1084,3/1/2020,0,26,39,12
Canada,51.1167,-114.0167,1084,3/2/2020,0,40,46,34
Cameroon,4.02,9.72,13,1/22/2020,,85,95,77
Cameroon,4.02,9.72,13,1/23/2020,,85,96,
Cameroon,4.02,9.72,13,1/24/2020,,85,97,
Cameroon,4.02,9.72,13,1/25/2020,,82,97,70
Cameroon,4.02,9.72,13,1/26/2020,,81,,70
Cameroon,4.02,9.72,13,1/27/2020,,83,93,73
Cameroon,4.02,9.72,13,1/28/2020,,82,92,
Cameroon,4.02,9.72,13,1/29/2020,,82,91,
Cameroon,4.02,9.72,13,1/30/2020,,84,93,75
Cameroon,4.02,9.72,13,1/31/2020,,84,94,77
Cameroon,4.02,9.72,13,2/1/2020,,84,94,76
Cameroon,4.02,9.72,13,2/2/2020,,83,90,
Cameroon,4.02,9.72,13,2/3/2020,,82,90,
Cameroon,4.02,9.72,13,2/4/2020,,83,,76
Cameroon,4.02,9.72,13,2/5/2020,0.24,81,,74
Cameroon,4.02,9.72,13,2/6/2020,0,83,,
Cameroon,4.02,9.72,13,2/7/2020,,83,92,
Cameroon,4.02,9.72,13,2/8/2020,,83,,
Cameroon,4.02,9.72,13,2/9/2020,,83,93,76
Cameroon,4.02,9.72,13,2/10/2020,,85,,76
Cameroon,4.02,9.72,13,2/11/2020,,85,95,77
Cameroon,4.02,9.72,13,2/12/2020,,84,,
Cameroon,4.02,9.72,13,2/13/2020,,84,,
Cameroon,4.02,9.72,13,2/14/2020,,85,93,78
Cameroon,4.02,9.72,13,2/15/2020,,86,,78
Cameroon,4.02,9.72,13,2/16/2020,,87,,79
Cameroon,4.02,9.72,13,2/17/2020,,86,94,79
Cameroon,4.02,9.72,13,2/18/2020,,85,92,
Cameroon,4.02,9.72,13,2/19/2020,,85,94,77
Cameroon,4.02,9.72,13,2/20/2020,,85,,72
Cameroon,4.02,9.72,13,2/21/2020,,83,,73
Cameroon,4.02,9.72,13,2/22/2020,,86,94,78
Cameroon,4.02,9.72,13,2/23/2020,,86,95,
Cameroon,4.02,9.72,13,2/24/2020,,86,,80
Cameroon,4.02,9.72,13,2/25/2020,,85,,78
Cameroon,4.02,9.72,13,2/26/2020,,85,,77
Cameroon,4.02,9.72,13,2/27/2020,,84,92,
Cameroon,4.02,9.72,13,2/28/2020,,85,92,
Cameroon,4.02,9.72,13,2/29/2020,,86,95,79
Cameroon,4.02,9.72,13,3/1/2020,0.94,84,93,74
Cameroon,4.02,9.72,13,3/2/2020,0,84,,78
Slovenia,46.3792,13.8539,2514,1/22/2020,0,35,39,32
Slovenia,46.3792,13.8539,2514,1/23/2020,0,33,37,29
Slovenia,46.3792,13.8539,2514,1/24/2020,0,36,39,33
Slovenia,46.3792,13.8539,2514,1/25/2020,0.03,27,34,23
Slovenia,46.3792,13.8539,2514,1/26/2020,0.06,21,25,18
Slovenia,46.3792,13.8539,2514,1/27/2020,0.15,21,26,17
Slovenia,46.3792,13.8539,2514,1/28/2020,0.37,20,23,17
Slovenia,46.3792,13.8539,2514,1/29/2020,0,15,18,13
Slovenia,46.3792,13.8539,2514,1/30/2020,0,21,27,12
Slovenia,46.3792,13.8539,2514,1/31/2020,,33,34,27
Slovenia,46.3792,13.8539,2514,2/1/2020,0,33,39,
Slovenia,46.3792,13.8539,2514,2/2/2020,0,32,35,26
Slovenia,46.3792,13.8539,2514,2/3/2020,0,34,,
Slovenia,46.3792,13.8539,2514,2/4/2020,0,18,,
Slovenia,46.3792,13.8539,2514,2/5/2020,0.24,8,9,
Slovenia,46.3792,13.8539,2514,2/6/2020,0,14,,5
Slovenia,46.3792,13.8539,2514,2/7/2020,0,24,27,18
Slovenia,46.3792,13.8539,2514,2/8/2020,0,31,37,23
Slovenia,46.3792,13.8539,2514,2/9/2020,0,28,35,
Slovenia,46.3792,13.8539,2514,2/10/2020,0.02,23,25,19
Slovenia,46.3792,13.8539,2514,2/11/2020,0.09,21,24,
Slovenia,46.3792,13.8539,2514,2/12/2020,0,15,18,12
Slovenia,46.3792,13.8539,2514,2/13/2020,0,17,21,13
Slovenia,46.3792,13.8539,2514,2/14/2020,0.02,19,21,15
Slovenia,46.3792,13.8539,2514,2/15/2020,0,31,,17
Slovenia,46.3792,13.8539,2514,2/16/2020,0,41,,35
Slovenia,46.3792,13.8539,2514,2/17/2020,0,42,,
Slovenia,46.3792,13.8539,2514,2/18/2020,0,23,,
Slovenia,46.3792,13.8539,2514,2/19/2020,0.03,16,22,
Slovenia,46.3792,13.8539,2514,2/20/2020,0.11,16,,8
Slovenia,46.3792,13.8539,2514,2/21/2020,0,21,,
Slovenia,46.3792,13.8539,2514,2/22/2020,,29,,16
Slovenia,46.3792,13.8539,2514,2/23/2020,,37,38,35
Slovenia,46.3792,13.8539,2514,2/24/2020,0,36,,
Slovenia,46.3792,13.8539,2514,2/25/2020,0,31,,
Slovenia,46.3792,13.8539,2514,2/26/2020,0.68,15,,
Slovenia,46.3792,13.8539,2514,2/27/2020,1.1,8,,5
Slovenia,46.3792,13.8539,2514,2/28/2020,0,11,,8
Slovenia,46.3792,13.8539,2514,2/29/2020,,22,,11
Slovenia,46.3792,13.8539,2514,3/1/2020,0.04,24,25,14
Slovenia,46.3792,13.8539,2514,3/2/2020,0.13,21,,15
South Africa,-33.8,19.9,204,1/22/2020,0.04,64,70,62
South Africa,-33.8,19.9,204,1/23/2020,0.08,68,80,61
South Africa,-33.8,19.9,204,1/24/2020,0.01,73,87,63
South Africa,-33.8,19.9,204,1/25/2020,0,76,90,63
South Africa,-33.8,19.9,204,1/26/2020,0.35,65,90,57
South Africa,-33.8,19.9,204,1/27/2020,0,67,83,51
South Africa,-33.8,19.9,204,1/28/2020,,73,93,54
South Africa,-33.8,19.9,204,1/29/2020,,71,93,60
South Africa,-33.8,19.9,204,1/30/2020,,74,93,60
South Africa,-33.8,19.9,204,1/31/2020,,74,93,61
South Africa,-33.8,19.9,204,2/1/2020,,75,90,66
South Africa,-33.8,19.9,204,2/2/2020,0.01,82,102,67
South Africa,-33.8,19.9,204,2/3/2020,0,82,102,66
South Africa,-33.8,19.9,204,2/4/2020,,87,103,73
South Africa,-33.8,19.9,204,2/5/2020,,79,103,66
South Africa,-33.8,19.9,204,2/6/2020,0.04,63,90,60
South Africa,-33.8,19.9,204,2/7/2020,0.02,67,75,61
South Africa,-33.8,19.9,204,2/8/2020,0,74,92,62
South Africa,-33.8,19.9,204,2/9/2020,,74,92,65
South Africa,-33.8,19.9,204,2/10/2020,,74,89,65
South Africa,-33.8,19.9,204,2/11/2020,,78,95,66
South Africa,-33.8,19.9,204,2/12/2020,,78,99,63
South Africa,-33.8,19.9,204,2/13/2020,,76,99,64
South Africa,-33.8,19.9,204,2/14/2020,,74,94,63
South Africa,-33.8,19.9,204,2/15/2020,,77,93,62
South Africa,-33.8,19.9,204,2/16/2020,,80,98,67
South Africa,-33.8,19.9,204,2/17/2020,,71,98,63
South Africa,-33.8,19.9,204,2/18/2020,,72,88,60
South Africa,-33.8,19.9,204,2/19/2020,,80,96,67
South Africa,-33.8,19.9,204,2/20/2020,,75,96,69
South Africa,-33.8,19.9,204,2/21/2020,,76,94,60
South Africa,-33.8,19.9,204,2/22/2020,,71,94,64
South Africa,-33.8,19.9,204,2/23/2020,0.08,68,91,57
South Africa,-33.8,19.9,204,2/24/2020,0,70,90,53
South Africa,-33.8,19.9,204,2/25/2020,,78,105,53
South Africa,-33.8,19.9,204,2/26/2020,,76,91,56
South Africa,-33.8,19.9,204,2/27/2020,,66,91,63
South Africa,-33.8,19.9,204,2/28/2020,0.01,66,75,62
South Africa,-33.8,19.9,204,2/29/2020,0,69,86,53
South Africa,-33.8,19.9,204,3/1/2020,,71,92,53
